word,max_lem_cat,max_lem_lemma,marking
litros,NOUN,litro,
liviandad,NOUN,liviandad,
llaga,NOUN,llaga,
llagas,NOUN,llaga,
llamas,NOUN,llama,
llanta,NOUN,llanta,
llanto,NOUN,llanto,
llantos,NOUN,llanto,
llanura,NOUN,llanura,
llave,NOUN,llave,
llave,NOUN,llave,
llavero,NOUN,llavero,
llaves,NOUN,llave,
llegada,NOUN,llegada,
lloriqueo,NOUN,lloriqueo,
lloro,NOUN,lloro,
llovizna,NOUN,llovizna,
lluvia,NOUN,lluvia,
lluvias,NOUN,lluvia,
lobo,NOUN,lobo,
lobos,NOUN,lobo,
lóbulo,NOUN,lóbulo,
localidad,NOUN,localidad,
localización,NOUN,localización,
locomoción,NOUN,locomoción,
locomotora,NOUN,locomotora,
locución,NOUN,locución,
locura,NOUN,locura,
locuras,NOUN,locura,
lodo,NOUN,lodo,
lógica,NOUN,lógica,
logo,NOUN,logo,
logro,NOUN,logro,
logros,NOUN,logro,
loma,NOUN,loma,
lombriz,NOUN,lombriz,
lomo,NOUN,lomo,
lona,NOUN,lona,
londres,NOUN,londres,
longevidad,NOUN,longevidad,
longitud,NOUN,longitud,
look,NOUN,look,
loquero,NOUN,loquero,
lord,NOUN,lord,
loro,NOUN,loro,
losa,NOUN,losa,
lote,NOUN,lote,
lotería,NOUN,lotería,
loza,NOUN,loza,
lozanía,NOUN,lozanía,
luces,NOUN,luz,
lucha,NOUN,lucha,
luchador,NOUN,luchador,
luchadora,NOUN,luchadora,
luchadores,NOUN,luchador,
luchas,NOUN,lucha,
lucidez,NOUN,lucidez,
luciérnaga,NOUN,luciérnaga,
lucro,NOUN,lucro,
ludo,NOUN,ludo,
lugar,NOUN,lugar,
lugares,NOUN,lugar,
luis,NOUN,luis,
lujo,NOUN,lujo,
lujos,NOUN,lujo,
lujuria,NOUN,lujuria,
lumbre,NOUN,lumbre,
luminosidad,NOUN,luminosidad,
luna,NOUN,luna,
lunes,NOUN,lunes,
lupa,NOUN,lupa,
lustre,NOUN,lustre,
luto,NOUN,luto,
luz,NOUN,luz,
macana,NOUN,macana,
machete,NOUN,machete,
machismo,NOUN,machismo,
macho,NOUN,macho,
machos,NOUN,macho,
macizo,NOUN,macizo,
madeja,NOUN,madeja,
madera,NOUN,madera,
maderas,NOUN,madera,
madrastra,NOUN,madrastra,
madre,NOUN,madre,
madres,NOUN,madre,
madriguera,NOUN,madriguera,
madrina,NOUN,madrina,
madrugada,NOUN,madrugada,
madurez,NOUN,madurez,
maduro,NOUN,maduro,
maestra,NOUN,maestro,H
maestras,NOUN,maestro,H
maestro,NOUN,maestro,H
maestros,NOUN,maestro,H
mafalda,NOUN,mafalda,
mafia,NOUN,mafia,
magdalena,NOUN,magdalena,
magia,NOUN,magia,
magnitud,NOUN,magnitud,
mago,NOUN,mago,
magos,NOUN,magos,
magro,NOUN,magro,
mail,NOUN,mail,
maíz,NOUN,maíz,
majestad,NOUN,majestad,
mal,NOUN,mal,
mal,NOUN,mal,
carácter,NOUN,carácter,
mal,NOUN,mal,
mal,NOUN,mal,
estado,NOUN,estado,
mal,NOUN,mal,
gusto,NOUN,gusto,
mal,NOUN,mal,
mal,NOUN,mal,
mal,NOUN,mal,
momento,NOUN,momento,
mal,NOUN,mal,
olor,NOUN,olor,
educación,NOUN,educación,
gente,NOUN,gente,
onda,NOUN,onda,
palabra,NOUN,palabra,
persona,NOUN,persona,
suerte,NOUN,suerte,
malaria,NOUN,malaria,
maldad,NOUN,maldad,
maldición,NOUN,maldición,
maldonado,NOUN,maldonado,
malentendido,NOUN,malentendido,
males,NOUN,mal,
malestar,NOUN,malestar,
maleta,NOUN,maleta,
maletas,NOUN,maleta,
maletero,NOUN,maletero,
maletín,NOUN,maletín,
maleza,NOUN,maleza,
malhechor,NOUN,malhechor,
malhumor,NOUN,malhumor,
malicia,NOUN,malicia,
malla,NOUN,malla,
maltratador,NOUN,maltratador,
maltrato,NOUN,maltrato,
malvinas,NOUN,malvinas,
mamá,NOUN,mamá,
mamadera,NOUN,mamadera,
mamarracho,NOUN,mamarracho,
mamas,NOUN,mama,
mameluco,NOUN,mameluco,
mami,NOUN,mami,
mamíferos,NOUN,mamífero,
manada,NOUN,manada,
manantial,NOUN,manantial,
mancha,NOUN,mancha,
manchas,NOUN,mancha,
mandado,NOUN,mandado,
mandados,NOUN,mandado,
mandamiento,NOUN,mandamiento,
mandato,NOUN,mandato,
mandatos,NOUN,mandato,
mandíbula,NOUN,mandíbula,
manejo,NOUN,manejo,
manera,NOUN,manera,
maneras,NOUN,manera,
manga,NOUN,manga,
mango,NOUN,mango,
manguera,NOUN,manguera,
maní,NOUN,maní,
manía,NOUN,manía,
maniático,NOUN,maniático,
manicomio,NOUN,manicomio,
manifestación,NOUN,manifestación,
manifiesto,NOUN,manifiesto,
manija,NOUN,manija,
maniobra,NOUN,maniobra,
manipulación,NOUN,manipulación,
manipulador,NOUN,manipulador,
maniquí,NOUN,maniquí,
manjar,NOUN,manjar,
mano,NOUN,mano,
manos,NOUN,mano,
mansión,NOUN,mansión,
manta,NOUN,manta,
manteca,NOUN,manteca,
mantel,NOUN,mantel,
mantenimiento,NOUN,mantenimiento,
mantequilla,NOUN,mantequilla,
mantis,NOUN,mantis,
manto,NOUN,manto,
manual,NOUN,manual,
manualidad,NOUN,manualidad,
manualidades,NOUN,manualidad,
manufactura,NOUN,manufactura,
manuscrito,NOUN,manuscrito,
manzana,NOUN,manzana,
manzanas,NOUN,manzana,
maña,NOUN,maña,
mañana,NOUN,mañana,
mañanas,NOUN,mañana,
mañas,NOUN,maña,
mapa,NOUN,mapa,
mapache,NOUN,mapache,
mapas,NOUN,mapa,
maqueta,NOUN,maqueta,
maquillaje,NOUN,maquillaje,
máquina,NOUN,máquina,
máquina,NOUN,máquina,
maquinaria,NOUN,maquinaria,
máquinas,NOUN,máquina,
mar,NOUN,mar,
maraca,NOUN,maraca,
maracas,NOUN,maraca,
maracuyá,NOUN,maracuyá,
maradona,NOUN,maradona,
maraña,NOUN,maraña,
maratón,NOUN,maratón,
maravilla,NOUN,maravilla,
marca,NOUN,marca,
marcador,NOUN,marcador,
marcadores,NOUN,marcador,
marcas,NOUN,marca,
marcha,NOUN,marcha,
marciano,NOUN,marciano,
marco,NOUN,marco,
marea,NOUN,marea,
mareo,NOUN,mareo,
mareos,NOUN,mareo,
mares,NOUN,mar,
marfil,NOUN,marfil,
margarita,NOUN,margarita,
margen,NOUN,margen,
marginalidad,NOUN,marginalidad,
maría,NOUN,maría,
marica,NOUN,marica,
maricón,NOUN,maricón,
marido,NOUN,marido,
marina,NOUN,marina,
marinero,NOUN,marinero,
marino,NOUN,marino,
mariposa,NOUN,mariposa,
mariposas,NOUN,mariposa,
mariquita,NOUN,mariquita,
mariscos,NOUN,marisco,
marketing,NOUN,marketing,
mármol,NOUN,mármol,
marte,NOUN,marte,
martes,NOUN,martes,
martillo,NOUN,martillo,
marx,NOUN,marx,
alla,NOUN,alla,
masa,NOUN,masa,
masacre,NOUN,masacre,
masaje,NOUN,masaje,
masajes,NOUN,masaje,
masas,NOUN,masa,
máscara,NOUN,máscara,
mascota,NOUN,mascota,
mascotas,NOUN,mascota,
masculinidad,NOUN,masculinidad,
masita,NOUN,masita,
masitas,NOUN,masita,
máster,NOUN,máster,
mástil,NOUN,mástil,
masturbación,NOUN,masturbación,
matador,NOUN,matador,
matanza,NOUN,matanza,
materia,NOUN,materia,
materia,NOUN,materia,
materia,NOUN,materia,
materia,NOUN,materia,
prima,NOUN,prima,
material,NOUN,material,
materiales,NOUN,material,
materialismo,NOUN,materialismo,
materias,NOUN,materia,
maternidad,NOUN,maternidad,
matices,NOUN,matiz,
matiz,NOUN,matiz,
mato,NOUN,mato,
matraca,NOUN,matraca,
matrimonio,NOUN,matrimonio,
matriz,NOUN,matriz,
maya,NOUN,maya,
mayas,NOUN,maya,
mayonesa,NOUN,mayonesa,
mayoría,NOUN,mayoría,
mayúscula,NOUN,mayúscula,
mecánica,NOUN,mecánica,
mecanismo,NOUN,mecanismo,
mecha,NOUN,mecha,
medalla,NOUN,medalla,
mediador,NOUN,mediador,
medialuna,NOUN,medialuna,
medialunas,NOUN,medialuna,
medianoche,NOUN,medianoche,
medias,NOUN,media,
medicación,NOUN,medicación,
medicamento,NOUN,medicamento,
medicamentos,NOUN,medicamento,
medicina,NOUN,medicina,
medicinas,NOUN,medicina,
medición,NOUN,medición,
médicos,NOUN,médico,
medida,NOUN,medida,
medidas,NOUN,medida,
medidor,NOUN,medidor,
medio,NOUN,medio,
medio,NOUN,medio,
ambiente,NOUN,ambiente,
medio,NOUN,medio,
transporte,NOUN,transporte,
mediocridad,NOUN,mediocridad,
mediodía,NOUN,mediodía,
medioevo,NOUN,medioevo,
medios,NOUN,medio,
medios,NOUN,medio,
comunicación,NOUN,comunicación,
meditación,NOUN,meditación,
medusa,NOUN,medusa,
mejilla,NOUN,mejilla,
mejillas,NOUN,mejilla,
mejora,NOUN,mejora,
mejoras,NOUN,mejora,
mejoría,NOUN,mejoría,
mel,NOUN,mel,
melancolía,NOUN,melancolía,
melena,NOUN,melena,
mellizos,NOUN,mellizo,
melodía,NOUN,melodía,
melón,NOUN,melón,
membrillo,NOUN,membrillo,
meme,NOUN,meme,
memoria,NOUN,memoria,
memorias,NOUN,memoria,
mendigo,NOUN,mendigo,
mendoza,NOUN,mendoza,
mengua,NOUN,mengua,
menosprecio,NOUN,menosprecio,
mensaje,NOUN,mensaje,
mensajero,NOUN,mensajero,
mensajes,NOUN,mensaje,
menstruación,NOUN,menstruación,
menta,NOUN,menta,
mentalidad,NOUN,mentalidad,
mente,NOUN,mente,
mentes,NOUN,mente,
mentira,NOUN,mentira,
mentiras,NOUN,mentira,
mentón,NOUN,mentón,
mentor,NOUN,mentor,
menú,NOUN,menú,
meñique,NOUN,meñique,
meo,NOUN,meo,
merca,NOUN,merca,
mercader,NOUN,mercader,
mercadería,NOUN,mercadería,
mercado,NOUN,mercado,
mercancía,NOUN,mercancía,
mercurio,NOUN,mercurio,
merecimiento,NOUN,merecimiento,
merengue,NOUN,merengue,
merienda,NOUN,merienda,
mérito,NOUN,mérito,
meritocracia,NOUN,meritocracia,
méritos,NOUN,mérito,
merma,NOUN,merma,
mermelada,NOUN,mermelada,
mes,NOUN,mes,
mesa,NOUN,mesa,
mesada,NOUN,mesada,
mesas,NOUN,mesa,
meses,NOUN,mes,
meseta,NOUN,meseta,
mesura,NOUN,mesura,
meta,NOUN,meta,
metabolismo,NOUN,metabolismo,
metáfora,NOUN,metáfora,
metal,NOUN,metal,
metales,NOUN,metal,
metamorfosis,NOUN,metamorfosi,
metas,NOUN,meta,
meteorito,NOUN,meteorito,
método,NOUN,método,
metodología,NOUN,metodología,
métrica,NOUN,métrica,
metro,NOUN,metro,
metros,NOUN,metro,
méxico,NOUN,méxico,
mezcla,NOUN,mezcla,
mezclador,NOUN,mezclador,
mezclas,NOUN,mezcla,
mezquindad,NOUN,mezquindad,
mezquino,NOUN,mezquino,
casa,NOUN,casa,
ex,NOUN,ex,
madre,NOUN,madre,
vida,NOUN,vida,
mickey,NOUN,mickey,
micro,NOUN,micro,
microbio,NOUN,microbio,
microbios,NOUN,microbio,
micrófono,NOUN,micrófono,
microondas,NOUN,microonda,
microorganismos,NOUN,microorganismo,
microscopio,NOUN,microscopio,
miedo,NOUN,miedo,
miedos,NOUN,miedo,
miel,NOUN,miel,
miembro,NOUN,miembro,
miembros,NOUN,miembro,
miércoles,NOUN,miércoles,
mierda,NOUN,mierda,
migas,NOUN,miga,
migración,NOUN,migración,
migraña,NOUN,migraña,
mil,NOUN,mil,
milagro,NOUN,milagro,
miles,NOUN,mil,
milicia,NOUN,milicia,
milicos,NOUN,milico,
milímetro,NOUN,milímetro,
militancia,NOUN,militancia,
militante,NOUN,militante,
milla,NOUN,milla,
millón,NOUN,millón,
millones,NOUN,millón,
mimbre,NOUN,mimbre,
mimo,NOUN,mimo,
mimos,NOUN,mimo,
mina,NOUN,mina,
minas,NOUN,mina,
mini,NOUN,mini,
ministerio,NOUN,ministerio,
ministro,NOUN,ministro,
minoría,NOUN,minoría,
minuto,NOUN,minuto,
minutos,NOUN,minuto,
mirada,NOUN,mirada,
miradas,NOUN,mirada,
mirador,NOUN,mirador,
miranda,NOUN,miranda,
mirlo,NOUN,mirlo,
mirón,NOUN,mirón,
misa,NOUN,misa,
miseria,NOUN,miseria,
misericordia,NOUN,misericordia,
misil,NOUN,misil,
misión,NOUN,misión,
misiones,NOUN,misión,
misterio,NOUN,misterio,
místico,NOUN,místico,
mitad,NOUN,mitad,
mito,NOUN,mito,
mitología,NOUN,mitología,
mitos,NOUN,mito,
mix,NOUN,mix,
mixto,NOUN,mixto,
mochila,NOUN,mochila,
mochilero,NOUN,mochilero,
moco,NOUN,moco,
mocos,NOUN,moco,
moda,NOUN,moda,
modales,NOUN,modales,
modalidad,NOUN,modalidad,
modas,NOUN,moda,
modelo,NOUN,modelo,
modelos,NOUN,modelo,
moderación,NOUN,moderación,
modernidad,NOUN,modernidad,
modestia,NOUN,modestia,
modificación,NOUN,modificación,
modismo,NOUN,modismo,
modista,NOUN,modista,
modo,NOUN,modo,
modos,NOUN,modo,
moho,NOUN,moho,
molde,NOUN,molde,
mole,NOUN,mole,
molécula,NOUN,molécula,
moléculas,NOUN,molécula,
molestia,NOUN,molestia,
molestias,NOUN,molestia,
molino,NOUN,molino,
molusco,NOUN,molusco,
momento,NOUN,momento,
momentos,NOUN,momento,
mona,NOUN,mona,
monaguillo,NOUN,monaguillo,
monarca,NOUN,monarca,
monarquía,NOUN,monarquía,
mondongo,NOUN,mondongo,
moneda,NOUN,moneda,
monedas,NOUN,moneda,
monedero,NOUN,monedero,
monetario,NOUN,monetario,
monitor,NOUN,monitor,
monja,NOUN,monja,
monjas,NOUN,monja,
monje,NOUN,monje,
mono,NOUN,mono,
monos,NOUN,mono,
monotonía,NOUN,monotonía,
monstruo,NOUN,monstruo,
monstruos,NOUN,monstruo,
montaña,NOUN,montaña,
montañas,NOUN,montaña,
monte,NOUN,monte,
montes,NOUN,monte,
montevideo,NOUN,montevideo,
monto,NOUN,monto,
montón,NOUN,montón,
montones,NOUN,montón,
montura,NOUN,montura,
monumento,NOUN,monumento,
monumentos,NOUN,monumento,
moña,NOUN,moña,
moño,NOUN,moño,
mora,NOUN,mora,
morada,NOUN,morada,
moraleja,NOUN,moraleja,
morales,NOUN,morales,
moralidad,NOUN,moralidad,
morbo,NOUN,morbo,
mordedura,NOUN,mordedura,
mordisco,NOUN,mordisco,
morena,NOUN,morena,
moreno,NOUN,moreno,
moretón,NOUN,moretón,
morgue,NOUN,morgue,
morocho,NOUN,morocho,
morral,NOUN,morral,
morro,NOUN,morro,
morrón,NOUN,morrón,
morsa,NOUN,morsa,
mortadela,NOUN,mortadela,
mortero,NOUN,mortero,
mosca,NOUN,mosca,
moscas,NOUN,mosca,
mosquita,NOUN,mosquita,
mosquito,NOUN,mosquito,
mosquitos,NOUN,mosquito,
mostaza,NOUN,mostaza,
mostrador,NOUN,mostrador,
motel,NOUN,motel,
motivación,NOUN,motivación,
motivo,NOUN,motivo,
motivos,NOUN,motivo,
moto,NOUN,moto,
motocicleta,NOUN,motocicleta,
motor,NOUN,motor,
motricidad,NOUN,motricidad,
mouse,NOUN,mouse,
movida,NOUN,movida,
movilidad,NOUN,movilidad,
movilización,NOUN,movilización,
movimiento,NOUN,movimiento,
movimientos,NOUN,movimiento,
mozo,NOUN,mozo,
gente,NOUN,gente,
muchacha,NOUN,muchacha,
muchacho,NOUN,muchacho,
muchachos,NOUN,muchacho,
cosas,NOUN,cosa,
muchedumbre,NOUN,muchedumbre,
mucosidad,NOUN,mucosidad,
mudanza,NOUN,mudanza,
mueble,NOUN,mueble,
muebles,NOUN,mueble,
mueca,NOUN,mueca,
muela,NOUN,muela,
muelas,NOUN,muela,
muelle,NOUN,muelle,
muerte,NOUN,muerte,
muertes,NOUN,muerte,
muertos,NOUN,muerto,
mugre,NOUN,mugre,
mujer,NOUN,hombre,H
mujeres,NOUN,hombre,H
mujica,NOUN,mujica,
mula,NOUN,mula,
muleta,NOUN,muleta,
mulita,NOUN,mulita,
mulo,NOUN,mulo,
multa,NOUN,multa,
multiplicación,NOUN,multiplicación,
multiplicidad,NOUN,multiplicidad,
múltiplo,NOUN,múltiplo,
multitud,NOUN,multitud,
mundial,NOUN,mundial,
mundo,NOUN,mundo,
mundos,NOUN,mundo,
municipio,NOUN,municipio,
muñeca,NOUN,muñeca,
muñecas,NOUN,muñeca,
muñeco,NOUN,muñeco,
muñecos,NOUN,muñeco,
muralla,NOUN,muralla,
murciélago,NOUN,murciélago,
murga,NOUN,murga,
murmullo,NOUN,murmullo,
muro,NOUN,muro,
muros,NOUN,muro,
musa,NOUN,musa,
musculatura,NOUN,musculatura,
músculo,NOUN,músculo,
músculos,NOUN,músculo,
museo,NOUN,museo,
música,NOUN,música,
músico,NOUN,músico,
músicos,NOUN,músico,
muslo,NOUN,muslo,
mutación,NOUN,mutación,
nabo,NOUN,nabo,
nacimiento,NOUN,nacimiento,
nación,NOUN,nación,
nacional,NOUN,nacional,
nacionalidad,NOUN,nacionalidad,
naciones,NOUN,naciones,
nadador,NOUN,nadador,
nafta,NOUN,nafta,
naipes,NOUN,naipe,
nalga,NOUN,nalga,
nalgas,NOUN,nalga,
naranja,NOUN,naranja,
naranjas,NOUN,naranja,
narcisismo,NOUN,narcisismo,
narciso,NOUN,narciso,
narco,NOUN,narco,
nariz,NOUN,nariz,
narración,NOUN,narración,
narrador,NOUN,narrador,
nasa,NOUN,nasa,
nasa,NOUN,nasa,
natación,NOUN,natación,
natalidad,NOUN,natalidad,
nativos,NOUN,nativo,
naturaleza,NOUN,naturaleza,
naufragio,NOUN,naufragio,
náuseas,NOUN,náusea,
navaja,NOUN,navaja,
nave,NOUN,nave,
navegación,NOUN,navegación,
navegador,NOUN,navegador,
navegante,NOUN,navegante,
navidad,NOUN,navidad,
navío,NOUN,navío,
nazis,NOUN,nazi,
neblina,NOUN,neblina,
nebulosa,NOUN,nebulosa,
necedad,NOUN,necedad,
necesidad,NOUN,necesidad,
necesidades,NOUN,necesidad,
néctar,NOUN,néctar,
negación,NOUN,negación,
negador,NOUN,negador,
negativa,ADJECTIVE,negativo,
negatividad,NOUN,negatividad,
negligencia,NOUN,negligencia,
negociación,NOUN,negociación,
negociador,NOUN,negociador,
negocio,NOUN,negocio,
negocios,NOUN,negocio,
negros,NOUN,negro,
nena,NOUN,nena,
nenas,NOUN,nena,
nene,NOUN,nene,
nenes,NOUN,nene,
neoliberalismo,NOUN,neoliberalismo,
nervio,NOUN,nervio,
nervios,NOUN,nervio,
nerviosismo,NOUN,nerviosismo,
neumático,NOUN,neumático,
neurona,NOUN,neurona,
neuronas,NOUN,neurona,
neurosis,NOUN,neurosis,
newton,NOUN,newton,
nexo,NOUN,nexo,
idea,NOUN,idea,
nido,NOUN,nido,
niebla,NOUN,niebla,
nieta,NOUN,nieto,H
nieto,NOUN,nieto,H
nietos,NOUN,nieto,H
nieve,NOUN,nieve,
nike,NOUN,nike,
nilo,NOUN,nilo,
ninfa,NOUN,ninfa,
ninja,NOUN,ninja,
niña,NOUN,niño,H
niñas,NOUN,niño,H
niñera,NOUN,niñera,
niñez,NOUN,niñez,
niño,NOUN,niño,H
niños,NOUN,niño,H
nitidez,NOUN,nitidez,
nivel,NOUN,nivel,
niveles,NOUN,nivel,
poder,NOUN,poder,
real,NOUN,real,
nobel,NOUN,nobel,
nobleza,NOUN,nobleza,
noche,NOUN,noche,
noches,NOUN,noche,
noción,NOUN,noción,
nombre,NOUN,nombre,
nombres,NOUN,nombre,
nomenclatura,NOUN,nomenclatura,
norma,NOUN,norma,
normalidad,NOUN,normalidad,
normas,NOUN,norma,
normativa,NOUN,normativa,
norte,NOUN,norte,
norteamérica,NOUN,norteamérica,
nostalgia,NOUN,nostalgia,
notas,NOUN,nota,
notebook,NOUN,notebook,
noticia,NOUN,noticia,
noticias,NOUN,noticia,
noticiero,NOUN,noticiero,
notificación,NOUN,notificación,
novato,NOUN,novato,
novedad,NOUN,novedad,
novedades,NOUN,novedad,
novela,NOUN,novela,
novelas,NOUN,novela,
noventa,NOUN,noventa,
novia,NOUN,novio,H
noviazgo,NOUN,noviazgo,
novio,NOUN,novio,H
novios,NOUN,novio,H
nube,NOUN,nube,
nubes,NOUN,nube,
nuca,NOUN,nuca,
núcleo,NOUN,núcleo,
nudo,NOUN,nudo,
nueces,NOUN,nuez,
nuera,NOUN,nuera,
nuez,NOUN,nuez,
numeración,NOUN,numeración,
número,NOUN,número,
números,NOUN,número,
nurse,NOUN,nurse,
nutria,NOUN,nutria,
nutrición,NOUN,nutrición,
nutriente,NOUN,nutriente,
oasis,NOUN,oasis,
obediencia,NOUN,obediencia,
obelisco,NOUN,obelisco,
obesidad,NOUN,obesidad,
obispo,NOUN,obispo,
objetividad,NOUN,objetividad,
objetivo,ADJECTIVE,objetivo,
objetivos,NOUN,objetivo,
objeto,NOUN,objeto,
objetos,NOUN,objeto,
obligación,NOUN,obligación,
obligaciones,NOUN,obligación,
obra,NOUN,obra,
obras,NOUN,obra,
obreros,NOUN,obrero,
obsequio,NOUN,obsequio,
observación,NOUN,observación,
observador,NOUN,observador,
obsesión,NOUN,obsesión,
obstáculo,NOUN,obstáculo,
obstáculos,NOUN,obstáculo,
obstrucción,NOUN,obstrucción,
oca,NOUN,oca,
ocasión,NOUN,ocasión,
ocaso,NOUN,ocaso,
occidente,NOUN,occidente,
océano,NOUN,océano,
océanos,NOUN,océano,
ocio,NOUN,ocio,
ocre,NOUN,ocre,
octava,NOUN,octava,
ocultamiento,NOUN,ocultamiento,
ocupación,NOUN,ocupación,
ocurrencia,NOUN,ocurrencia,
odio,NOUN,odio,
odontólogo,NOUN,odontólogo,
oeste,NOUN,oeste,
ofensa,NOUN,ofensa,
oferta,NOUN,oferta,
ofertas,NOUN,oferta,
off,NOUN,off,
oficina,NOUN,oficina,
oficinas,NOUN,oficina,
oficio,NOUN,oficio,
ofrecimiento,NOUN,ofrecimiento,
ofrenda,NOUN,ofrenda,
ogro,NOUN,ogro,
oído,NOUN,oído,
oídos,NOUN,oído,
ojal,NOUN,ojal,
ojo,NOUN,ojo,
ojos,NOUN,ojo,
ojotas,NOUN,ojota,
ok,NOUN,ok,
ola,NOUN,ola,
olas,NOUN,ola,
oleaje,NOUN,oleaje,
óleo,NOUN,óleo,
olfato,NOUN,olfato,
oligarca,NOUN,oligarca,
oligarquía,NOUN,oligarquía,
olimpíadas,NOUN,olimpíadas,
olímpico,NOUN,olímpico,
olimpo,NOUN,olimpo,
oliva,NOUN,oliva,
olivo,NOUN,olivo,
olla,NOUN,olla,
ollas,NOUN,olla,
olor,NOUN,olor,
olor,NOUN,olor,
olores,NOUN,olor,
olvido,NOUN,olvido,
ombligo,NOUN,ombligo,
omisión,NOUN,omisión,
ómnibus,NOUN,ómnibus,
on,NOUN,on,
oncología,NOUN,oncología,
onda,NOUN,onda,
ondas,NOUN,onda,
ondulación,NOUN,ondulación,
onomatopeya,NOUN,onomatopeya,
onza,NOUN,onza,
opa,NOUN,opa,
opacidad,NOUN,opacidad,
opción,NOUN,opción,
opciones,NOUN,opción,
ópera,NOUN,ópera,
operación,NOUN,operación,
operaciones,NOUN,operación,
operario,NOUN,operario,
opinión,NOUN,opinión,
opiniones,NOUN,opinión,
opio,NOUN,opio,
oponente,NOUN,oponente,
oportunidad,NOUN,oportunidad,
oportunidades,NOUN,oportunidad,
oposición,NOUN,oposición,
opositor,NOUN,opositor,
opresión,NOUN,opresión,
opresor,NOUN,opresor,
optimismo,NOUN,optimismo,
optimo,NOUN,optimo,
opulencia,NOUN,opulencia,
oración,NOUN,oración,
oraciones,NOUN,oración,
orador,NOUN,orador,
orangután,NOUN,orangután,
orate,NOUN,orate,
oratoria,NOUN,oratoria,
órbita,NOUN,órbita,
orca,NOUN,orca,
orden,NOUN,orden,
ordenador,NOUN,ordenador,
ordenamiento,NOUN,ordenamiento,
ordenanza,NOUN,ordenanza,
órdenes,NOUN,orden,
orégano,NOUN,orégano,
oreja,NOUN,oreja,
orejas,NOUN,oreja,
orfanato,NOUN,orfanato,
organismo,NOUN,organismo,
organismos,NOUN,organismo,
organización,NOUN,organización,
organizaciones,NOUN,organización,
órgano,NOUN,órgano,
órganos,NOUN,órgano,
orgasmo,NOUN,orgasmo,
orgullo,NOUN,orgullo,
orientación,NOUN,orientación,
oriente,NOUN,oriente,
orificio,NOUN,orificio,
origen,NOUN,origen,
orígenes,NOUN,origen,
originalidad,NOUN,originalidad,
orilla,NOUN,orilla,
orina,NOUN,orina,
ornamento,NOUN,ornamento,
ornato,NOUN,ornato,
ornitorrinco,NOUN,ornitorrinco,
oro,NOUN,oro,
orquesta,NOUN,orquesta,
orquídea,NOUN,orquídea,
orto,NOUN,orto,
ortodoncia,NOUN,ortodoncia,
ortografía,NOUN,ortografía,
oruga,NOUN,oruga,
osa,NOUN,osa,
osadía,NOUN,osadía,
osamenta,NOUN,osamenta,
óscar,NOUN,óscar,
oscuridad,NOUN,oscuridad,
osito,NOUN,osito,
oso,NOUN,oso,
osos,NOUN,oso,
ostentación,NOUN,ostentación,
ostra,NOUN,ostra,
otoño,NOUN,otoño,
vez,NOUN,vez,
otredad,NOUN,otredad,
ovarios,NOUN,ovario,
oveja,NOUN,oveja,
ovejas,NOUN,oveja,
ovillo,NOUN,ovillo,
ovni,NOUN,ovni,
ovnis,NOUN,ovni,
óxido,NOUN,óxido,
oxígeno,NOUN,oxígeno,
ozono,NOUN,ozono,
pa,NOUN,pa,
pablo,NOUN,pablo,
pachorra,NOUN,pachorra,
paciencia,NOUN,paciencia,
paciente,NOUN,paciente,
pacientes,NOUN,paciente,
pacífico,NOUN,pacífico,
pacto,NOUN,pacto,
padecimiento,NOUN,padecimiento,
padrastro,NOUN,padrastro,
padre,NOUN,padre,
padres,NOUN,padre,
paella,NOUN,paella,
paganismo,NOUN,paganismo,
página,NOUN,página,
páginas,NOUN,página,
pago,NOUN,pago,
pagos,NOUN,pago,
país,NOUN,país,
paisaje,NOUN,paisaje,
paisajes,NOUN,paisaje,
paisano,NOUN,paisano,
países,NOUN,país,
paja,NOUN,paja,
pajarito,NOUN,pajarito,
pájaro,NOUN,pájaro,
pájaros,NOUN,pájaro,
pajero,NOUN,pajero,
pala,NOUN,pala,
palabra,NOUN,palabra,
palabras,NOUN,palabra,
palabrota,NOUN,palabrota,
palacio,NOUN,palacio,
paladar,NOUN,paladar,
palanca,NOUN,palanca,
palco,NOUN,palco,
paleta,NOUN,paleta,
palillo,NOUN,palillo,
palillos,NOUN,palillo,
palito,NOUN,palito,
palitos,NOUN,palito,
paliza,NOUN,paliza,
palma,NOUN,palma,
palmas,NOUN,palmas,
palmera,NOUN,palmera,
palmeras,NOUN,palmera,
palo,NOUN,palo,
paloma,NOUN,paloma,
palomas,NOUN,paloma,
palos,NOUN,palo,
palpitaciones,NOUN,palpitación,
pálpito,NOUN,pálpito,
palta,NOUN,palta,
pampa,NOUN,pampa,
pan,NOUN,pan,
panacea,NOUN,panacea,
panadería,NOUN,panadería,
panaderías,NOUN,panadería,
panadero,NOUN,panadero,
panal,NOUN,panal,
pancarta,NOUN,pancarta,
pancho,NOUN,pancho,
panchos,NOUN,panchos,
panda,NOUN,panda,
pandereta,NOUN,pandereta,
pandilla,NOUN,pandilla,
panes,NOUN,pan,
pánico,NOUN,pánico,
panorama,NOUN,panorama,
pantalla,NOUN,pantalla,
pantalón,NOUN,pantalón,
pantalones,NOUN,pantalón,
pantano,NOUN,pantano,
pantera,NOUN,pantera,
pantorrilla,NOUN,pantorrilla,
